도시,장소명(한국어),장소명(영문),분류,위도,경도,UNESCO,한국관광100선,권장체류(분),운영시간,설명
통영,서피랑공원,Seopirang Park,테마파크·액티비티,34.84639,128.41917,,,50,상시 개방 · 무료,99계단과 피아노 계단이 있는 언덕 마을.
통영,박경리기념관,Park Kyung-ni Memorial Hall,역사·문화,34.79806,128.40889,,,50,09:00–18:00 · 월 휴관 · 무료,『토지』를 쓴 작가의 고향 기념관.
통영,전혁림미술관,Jeon Hyuck-lim Art Museum,테마파크·액티비티,34.80528,128.41306,,,40,10:00–17:00 · 월 휴관 · 유료,남해의 푸른색을 그린 화가의 타일 미술관.
통영,통영국제음악당,Tongyeong Concert Hall,테마파크·액티비티,34.82944,128.44028,,,60,공연 일정별 · 유료,윤이상을 기리는 바다 곁 콘서트홀.
통영,비진도,Bijindo,해양·자연,34.70444,128.51528,,,300,여객선 운항 시간 · 유료,모래 사주가 두 섬을 잇는 해수욕 섬.
통영,통영 수산과학관,Tongyeong Marine Science Museum,테마파크·액티비티,34.77444,128.40056,,,60,09:00–18:00 · 월 휴관 · 유료,달아공원 옆 바다 생태 전시관.
남해,물건리 방조어부림,Mulgeon-ri Windbreak Forest,힐링·생태,34.79861,128.04361,,,40,상시 개방 · 무료,바닷바람을 막으려 400년 전 심은 해안 숲.
남해,금산 정상,Geumsan Summit,힐링·생태,34.75028,127.98167,,,150,상시 개방 · 유료(입장료),보리암 위로 이어지는 기암 봉우리.
남해,이순신순국공원,Yi Sun-sin Memorial Park,역사·문화,34.94167,127.87639,,,60,09:00–18:00 · 무료,노량해전 전사지에 조성한 추모 공원.
남해,남해대교·노량,Namhae Bridge & Noryang,해양·자연,34.93583,127.86083,,,40,상시 개방 · 무료,섬과 육지를 잇는 붉은 현수교와 옛 나루.
남해,미조항,Mijo Port,로컬·먹거리,34.7075,128.04278,,,60,상시 개방 · 무료,멸치회로 알려진 남단의 어항.
남해,남해 바래길,Namhae Barae-gil Trail,힐링·생태,34.77361,127.89278,,,180,상시 개방 · 무료,갯벌로 나가던 옛 길을 이은 해안 도보길.
남해,설리스카이워크,Seolli Skywalk,테마파크·액티비티,34.71222,128.02361,,,40,09:00–18:00 · 유료,절벽 위로 뻗은 그네와 전망 데크.
남해,가천암수바위,Gacheon Twin Rocks,역사·문화,34.72611,127.89194,,,20,상시 개방 · 무료,다랭이마을 아래 민속 신앙의 바위 한 쌍.
남해,송정솔바람해변,Songjeong Pine Beach,해양·자연,34.71444,128.01,,,60,상시 개방 · 무료,솔숲이 둘러싼 완만한 백사장.
남해,용문사,Yongmunsa Temple,역사·문화,34.79139,127.93,,,40,상시 개방 · 무료,호국 사찰로 전하는 호구산 고찰.
진주,진양호 전망대,Jinyangho Lookout,힐링·생태,35.17361,128.02611,,,40,상시 개방 · 무료,노을로 알려진 호수 전망 데크.
진주,진주 망경동 벽화마을,Manggyeong-dong Mural Village,테마파크·액티비티,35.18306,128.07444,,,40,상시 개방 · 무료,남강 건너 언덕에 자리한 골목 마을.
진주,경남수목원,Gyeongnam Arboretum,힐링·생태,35.07694,128.14944,,,90,09:00–18:00 · 유료,도내 최대 규모의 수목원과 산림박물관.
진주,진주 유등테마공원,Jinju Lantern Park,테마파크·액티비티,35.18639,128.09944,,,50,상시 개방 · 무료(축제 기간 유료),남강 유등축제를 상설로 옮겨 놓은 공원.
진주,의암바위,Uiam Rock,역사·문화,35.18889,128.08111,,,20,상시 개방 · 무료,논개가 왜장을 안고 뛰어든 강가 바위.
진주,진주 비봉산 산책로,Bibongsan Walk,힐링·생태,35.20528,128.08694,,,70,상시 개방 · 무료,시가지를 내려다보는 도심 뒷산 길.
부여,능산리 고분군,Neungsan-ri Royal Tombs,역사·문화,36.28083,126.94944,Y,,40,09:00–18:00 · 유료,사비기 백제 왕릉이 모인 구릉.
부여,부여 나성,Buyeo Naseong Wall,역사·문화,36.28472,126.93361,Y,,30,상시 개방 · 무료,사비 도성을 둘러싸던 외곽 성벽.
부여,낙화암·고란사,Nakhwaam & Goransa,역사·문화,36.29417,126.91,,,50,09:00–18:00 · 유료(부소산성),백마강을 내려다보는 절벽과 강가 암자.
부여,백마강 황포돛배,Baengmagang Sail Boat,테마파크·액티비티,36.29167,126.90528,,,40,09:00–18:00 · 유료,구드래나루에서 낙화암까지 오가는 돛배.
부여,부여 무량사,Muryangsa Temple,역사·문화,36.28833,126.68472,,,50,상시 개방 · 유료,만수산 자락의 조선 전기 목조 불전.
부여,성흥산성 사랑나무,Seongheungsanseong Love Tree,힐링·생태,36.22722,126.87472,,,50,상시 개방 · 무료,드라마 촬영으로 알려진 산성 위 느티나무.
부여,부여 서동공원,Seodong Park,힐링·생태,36.26861,126.91528,,,40,상시 개방 · 무료,궁남지에 이어진 연꽃 산책 공원.
부여,부여전통시장,Buyeo Traditional Market,로컬·먹거리,36.27583,126.9125,,,40,오일장(5·10일) · 무료,연잎밥과 굿뜨래 농산물이 나오는 오일장.
부여,대백제역사공원,Baekje Reenactment Park,테마파크·액티비티,36.30972,126.90139,,,60,09:00–18:00 · 유료,백제문화단지 옆 야외 재현 공간.
공주,계룡산 동학사,Donghaksa Temple,역사·문화,36.34,127.20917,,,60,상시 개방 · 유료,계룡산 동쪽 골짜기의 비구니 사찰.
공주,계룡산 신원사,Sinwonsa Temple,역사·문화,36.32806,127.16528,,,50,상시 개방 · 유료,중악단 제단이 남은 계룡산 남쪽 절.
공주,공주 한옥마을,Gongju Hanok Village,역사·문화,36.46333,127.11694,,,50,상시 개방 · 무료(숙박 유료),왕릉원 곁의 한옥 숙박 단지.
공주,제민천 원도심,Jemincheon Old Town,테마파크·액티비티,36.45778,127.12028,,,60,상시 개방 · 무료,하천을 따라 책방과 카페가 늘어선 옛 시가지.
공주,공주 석장리박물관,Seokjang-ri Museum,역사·문화,36.49139,127.16111,,,50,09:00–18:00 · 월 휴관 · 유료,한반도 구석기 유적 위에 선 박물관.
공주,공주 황새바위 순교성지,Hwangsaebawi Martyrs Shrine,역사·문화,36.46528,127.11972,,,40,09:00–18:00 · 무료,금강이 내려다보이는 천주교 순교 성지.
공주,마곡사 솔바람길,Magoksa Pine Trail,힐링·생태,36.5625,127.01444,,,90,상시 개방 · 무료,마곡사를 둘러싼 소나무 숲 산책길.
공주,공주 유구색동수국정원,Yugu Hydrangea Garden,힐링·생태,36.59639,126.95,,,50,상시 개방 · 무료,여름이면 수국이 덮이는 하천변 정원.
포항,내연산 12폭포,Naeyeonsan Twelve Falls,힐링·생태,36.26361,129.31139,,,180,상시 개방 · 무료,보경사 위로 폭포가 이어지는 계곡길.
포항,구룡포 일본인 가옥거리,Guryongpo Japanese Houses,역사·문화,35.98639,129.55389,,,50,상시 개방 · 무료,어업 이주민이 남긴 목조 가옥 골목.
포항,포항운하,Pohang Canal,테마파크·액티비티,36.02861,129.37972,,,60,09:00–18:00 · 유료(크루즈),형산강과 동빈내항을 잇는 뱃길.
포항,환호공원,Hwanho Park,힐링·생태,36.06222,129.38722,,,50,상시 개방 · 무료,스페이스워크가 놓인 바다 전망 언덕 공원.
포항,월포해수욕장,Wolpo Beach,해양·자연,36.15556,129.39444,,,60,상시 개방 · 무료,서핑으로 알려진 북부 해변.
포항,죽도 물회거리,Jukdo Mulhoe Street,로컬·먹거리,36.03389,129.36444,,,60,가게별 상이 · 유료,포항 물회 식당이 모인 거리.
포항,장기읍성,Janggi Fortress,역사·문화,35.92361,129.44944,,,40,상시 개방 · 무료,정약용과 송시열이 유배된 조선 읍성.
포항,연오랑세오녀 테마공원,Yeonorang Seonyeo Park,테마파크·액티비티,36.01167,129.44444,,,50,상시 개방 · 무료,삼국유사 설화를 옮겨 놓은 해안 공원.
포항,영일대 해상누각,Yeongildae Sea Pavilion,해양·자연,36.05833,129.38278,,,30,상시 개방 · 무료,바다 위로 놓인 누각과 제철소 야경.
안동,한국국학진흥원,Korean Studies Institute,역사·문화,36.6425,128.80028,,,60,09:00–18:00 · 월 휴관 · 무료,유교 목판과 고문서를 보관·전시하는 곳.
안동,안동 이육사문학관,Yi Yuksa Literary Museum,역사·문화,36.79778,128.90417,,,50,09:00–18:00 · 월 휴관 · 유료,시인이자 독립운동가의 생가 마을 기념관.
안동,농암종택,Nongam Head House,역사·문화,36.79389,128.91861,,,50,상시 개방 · 무료(숙박 유료),낙동강 굽이에 앉은 고택과 한옥 숙박.
안동,고산정,Gosanjeong Pavilion,힐링·생태,36.7975,128.92944,,,40,상시 개방 · 무료,절벽 아래 강가에 선 조선 정자.
안동,안동 신세동 벽화마을,Sinse-dong Mural Village,테마파크·액티비티,36.57139,128.74222,,,40,상시 개방 · 무료,철길 옆 언덕을 오르는 그림 골목.
안동,안동댐 물문화관,Andong Dam Water Culture Hall,테마파크·액티비티,36.58583,128.77556,,,40,09:00–18:00 · 무료,호수와 댐을 내려다보는 전시관.
안동,하회세계탈박물관,Hahoe Mask Museum,역사·문화,36.53833,128.51889,,,40,09:30–18:00 · 유료,하회탈과 세계 각국 탈을 모은 박물관.
여수,아쿠아플라넷 여수,Aquaplanet Yeosu,테마파크·액티비티,34.75417,127.74722,,,120,09:30–18:00 · 유료,엑스포장 옆의 대형 수족관.
여수,여수세계박람회장,Yeosu Expo Park,테마파크·액티비티,34.75278,127.7475,,Y,70,상시 개방 · 무료(시설별 유료),2012 엑스포 부지에 남은 해양 전시 단지.
여수,예술의섬 장도,Jangdo Art Island,테마파크·액티비티,34.7402,127.7269,,,60,09:00–18:00 · 무료(물때 확인),썰물에 길이 열리는 전시·창작 섬.
여수,금오도 비렁길,Geumodo Cliff Trail,힐링·생태,34.47472,127.77667,,,300,여객선 운항 시간 · 무료,벼랑을 따라 이어지는 섬 해안길.
여수,거문도·백도,Geomundo & Baekdo,해양·자연,34.02806,127.30833,,,480,여객선 운항 시간 · 유료,남해 먼바다의 등대섬과 기암 군도.
여수,흥국사,Heungguksa Temple,역사·문화,34.80639,127.63472,,,50,상시 개방 · 무료,승병의 근거지로 전하는 영취산 고찰.
여수,영취산 진달래,Yeongchwisan Azaleas,힐링·생태,34.81111,127.64167,,,150,상시 개방 · 무료,4월이면 산 전체가 붉어지는 진달래 군락.
여수,웅천친수공원,Ungcheon Waterfront Park,해양·자연,34.74306,127.66889,,,50,상시 개방 · 무료,인공 백사장과 해변 산책로가 있는 신도심 공원.
양주,회암사지,Hoeamsa Temple Site,역사·문화,37.76694,127.09944,,,60,09:00–18:00 · 무료,고려말 최대 사찰이 있던 거대한 터.
양주,양주 나리공원,Yangju Nari Park,힐링·생태,37.7967,126.9932,,,50,상시 개방 · 무료,가을 천일홍으로 알려진 넓은 화훼 공원.
양주,양주시립장욱진미술관,Chang Ucchin Museum,테마파크·액티비티,37.70944,126.97972,,,60,10:00–18:00 · 월 휴관 · 유료,화가 장욱진을 기리는 흰 건축의 미술관.
양주,송암스페이스센터,Songam Space Center,테마파크·액티비티,37.70389,126.97528,,,90,10:00–22:00 · 월 휴관 · 유료,천문대와 케이블카를 갖춘 우주 체험관.
양주,장흥자연휴양림,Jangheung Forest Resort,힐링·생태,37.70972,126.94833,,,120,상시 개방 · 유료,북한산 자락 계곡을 낀 숲 휴양림.
양주,불곡산,Bulgoksan,힐링·생태,37.79139,127.02778,,,180,상시 개방 · 무료,바위 능선이 이어지는 양주 진산.
양주,양주 별산대놀이마당,Yangju Byeolsandae Theatre,역사·문화,37.78778,127.03167,,,50,공연 일정별 · 무료,국가무형유산 탈놀이를 전수하는 마당.
양주,양주관아지,Yangju Government Office Site,역사·문화,37.78944,127.02972,,,30,상시 개방 · 무료,조선 양주목의 관아 터와 복원 건물.
울릉,성인봉,Seonginbong Peak,힐링·생태,37.50083,130.86333,,,300,상시 개방 · 무료,"섬 한가운데 솟은 최고봉, 원시림을 지나 오른다."
울릉,저동 촛대바위,Jeodong Candlestick Rock,해양·자연,37.50361,130.91611,,,30,상시 개방 · 무료,저동항 방파제 끝에 선 바위와 일출.
울릉,행남해안산책로,Haengnam Coastal Path,해양·자연,37.48889,130.91611,,,90,상시 개방 · 무료(구간 통제),도동과 저동을 잇는 절벽 데크길.
울릉,울릉도 해상관광 유람선,Ulleung Island Cruise,테마파크·액티비티,37.48167,130.90944,,,150,기상·운항 일정별 · 유료,섬을 한 바퀴 돌며 해안 절벽을 보는 배.
울릉,독도,Dokdo,해양·자연,37.24139,131.86528,,Y,240,여객선 운항·접안 조건 · 유료,울릉에서 배로 닿는 동해 최동단 섬.
울릉,독도박물관,Dokdo Museum,역사·문화,37.48278,130.90417,,,50,09:00–18:00 · 월 휴관 · 무료,독도 관련 사료를 모은 박물관.
울릉,태하 향목관광모노레일,Taeha Monorail,테마파크·액티비티,37.51139,130.83194,,,60,09:00–17:00 · 유료,태하 등대와 절벽 전망대로 오르는 모노레일.
울릉,울릉 예림원,Yerimwon Garden,힐링·생태,37.53194,130.84167,,,50,08:00–18:00 · 유료,바다를 내려다보는 수석·야생화 정원.
울릉,현포항 노을,Hyeonpo Port Sunset,해양·자연,37.54028,130.83667,,,30,상시 개방 · 무료,코끼리바위와 함께 해가 지는 북서쪽 항구.
울릉,죽도,Jukdo Islet,해양·자연,37.5375,130.94722,,,180,여객선 운항 시간 · 유료,나선형 계단을 올라 더덕밭이 펼쳐지는 부속 섬.
남양주,홍릉·유릉,Hongneung & Yureung,역사·문화,37.62944,127.21722,Y,,50,09:00–18:00 · 월 휴관 · 유료,대한제국 황제릉이 나란히 선 능역.
남양주,북한강철교,Bukhangang Rail Bridge,힐링·생태,37.54611,127.30389,,,50,상시 개방 · 무료,폐철교를 자전거·도보길로 바꾼 강 위 다리.
남양주,축령산자연휴양림,Chungnyeongsan Forest Resort,힐링·생태,37.747,127.3359,,,150,상시 개방 · 유료,잣나무 숲이 깊은 경기 동북부 휴양림.
경기광주,팔당물안개공원,Paldang Mist Park,힐링·생태,37.5245,127.2926,,,60,상시 개방 · 무료,팔당호 물안개가 오르는 강변 잔디 공원.
경기광주,분원백자자료관,Bunwon White Porcelain Museum,역사·문화,37.515,127.31889,,,40,09:00–18:00 · 월 휴관 · 유료,조선 왕실 백자를 굽던 관요 터의 자료관.
이천,시몬스 테라스,Simmons Terrace,테마파크·액티비티,37.226,127.429,,,70,11:00–19:00 · 무료,전시장과 카페를 겸한 복합 문화 공간.
이천,백사 산수유마을,Baeksa Cornelian Cherry Village,힐링·생태,37.296,127.481,,,60,상시 개방 · 무료,3월이면 노란 산수유가 마을을 덮는다.
여주,황학산수목원,Hwanghaksan Arboretum,힐링·생태,37.31833,127.60417,,,70,09:00–18:00 · 무료,습지원과 물맞이 정원이 있는 시립 수목원.
고양,렛츠런팜 원당,Wondang Horse Ranch,힐링·생태,37.67083,126.854,,,60,10:00–17:00 · 월 휴장 · 무료,말과 메타세쿼이아 길이 있는 목장.
용인,용인 대장금파크,Dae Jang Geum Park,테마파크·액티비티,37.32111,127.29861,,,90,09:00–18:00 · 유료,사극을 찍는 국내 최대 규모의 야외 세트장.
홍성,만해 한용운 생가지,Han Yong-un Birthplace,역사·문화,36.5578,126.6478,,,40,09:00–18:00 · 무료,시인이자 독립운동가의 초가 생가와 사당.
홍성,용봉산,Yongbongsan,힐링·생태,36.6152,126.6297,,,150,상시 개방 · 무료,기암이 늘어선 낮지만 험한 바위산.
예산,추사고택,Kim Jeong-hui House,역사·문화,36.7169,126.7492,,,40,09:00–18:00 · 무료,추사 김정희가 나고 자란 한옥과 묘소.
예산,예산상설시장,Yesan Market,로컬·먹거리,36.6825,126.8489,,,60,가게별 상이 · 유료,장터를 개조한 먹거리 골목으로 알려진 시장.
논산,강경 근대역사거리,Ganggyeong Historic Street,역사·문화,36.1553,127.0114,,,60,상시 개방 · 무료,금강 포구 시절의 창고와 은행 건물이 남은 거리.
서천,신성리 갈대밭,Sinseong-ri Reed Field,힐링·생태,36.0322,126.8028,,,50,상시 개방 · 무료,금강 하구에 넓게 퍼진 갈대 습지.
당진,솔뫼성지,Solmoe Shrine,역사·문화,36.8908,126.7222,,,50,09:00–18:00 · 무료,김대건 신부가 태어난 솔숲 성지.
서산,서산 마애여래삼존상,Seosan Rock-carved Triad,역사·문화,36.7293,126.5961,,,40,09:00–18:00 · 무료,백제의 미소로 불리는 바위 삼존불.
